idx,x,y,z,nx,ny,nz,dx,dy,dz,seg_len,cumulative_len
78,0.491383,0.139464,0.396289,0.189812,-0.154638,-0.969566,-0.940036,-0.312236,-0.137265,0.004156,0.308944
79,0.487281,0.139347,0.395554,0.191931,-0.151424,-0.969656,-0.913635,-0.386362,-0.126475,0.004169,0.313114
80,0.483193,0.139247,0.394799,0.194049,-0.148208,-0.969732,-0.876186,-0.468852,-0.111699,0.004158,0.317271
81,0.479112,0.139149,0.394022,0.198908,-0.144938,-0.969241,-0.824707,-0.557899,-0.092773,0.004156,0.321428
82,0.475604,0.138470,0.393396,0.205157,-0.141399,-0.968461,-0.756982,-0.649724,-0.069548,0.003627,0.325055
83,0.472836,0.137390,0.392955,0.208658,-0.137944,-0.968211,-0.670921,-0.740332,-0.042107,0.003004,0.328059
84,0.470941,0.136041,0.392720,0.209715,-0.130943,-0.968955,-0.565475,-0.824693,-0.010956,0.002338,0.330397
85,0.469991,0.133637,0.392810,0.210761,-0.123937,-0.969649,-0.441291,-0.897063,0.023254,0.002586,0.332982
86,0.469655,0.130757,0.393049,0.213853,-0.117135,-0.969818,-0.300733,-0.951863,0.059295,0.002910,0.335892
87,0.471144,0.128520,0.393608,0.214686,-0.111977,-0.970243,-0.147813,-0.984403,0.095407,0.002745,0.338637
88,0.472486,0.122780,0.394476,0.220110,-0.106626,-0.969630,0.011734,-0.991486,0.129686,0.005958,0.344595
89,0.472696,0.118644,0.394927,0.222166,-0.103624,-0.969487,0.171407,-0.972013,0.160653,0.004166,0.348761
90,0.473139,0.114881,0.395385,0.222491,-0.100938,-0.969695,0.322999,-0.927774,0.186834,0.003816,0.352577
91,0.473281,0.113671,0.395532,0.222473,-0.098289,-0.969972,0.459854,-0.863490,0.207169,0.001227,0.353805
92,0.472874,0.106918,0.396002,0.220855,-0.096314,-0.970539,0.579137,-0.784452,0.221891,0.006782,0.360586
